Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2021-10-22,1389.24,1384.77,1393.7,1384.77,798130000
2021-10-25,1385.4,1389.24,1395.72,1385.4,899257000
2021-10-26,1391.63,1385.4,1393.03,1377.56,747953000
2021-10-27,1423.02,1391.63,1423.02,1391.63,936216000
2021-10-28,1438.01,1423.02,1440.64,1420.42,865428000
2021-10-29,1444.27,1438.01,1447.62,1432.19,982013000
2021-11-01,1438.97,1444.27,1451.81,1435.57,1132356000
2021-11-02,1452.46,1438.97,1452.46,1438.83,1009458000
2021-11-03,1444.3,1452.46,1463.63,1440.67,1505103000
2021-11-04,1448.34,1444.3,1451.98,1435.84,929527000
2021-11-05,1456.51,1448.34,1459.93,1444.51,874071000
2021-11-08,1467.57,1456.51,1470.49,1456.51,1075457000
2021-11-09,1461.5,1467.57,1474.2,1457.57,1030269000
2021-11-10,1465.02,1461.5,1470.19,1457.98,985538000
2021-11-11,1462.35,1465.02,1472.89,1449.18,1265480000
2021-11-12,1473.37,1462.35,1474.98,1453.22,955627000
2021-11-15,1476.57,1473.37,1481.96,1466.01,1174091000
2021-11-16,1466.45,1476.57,1476.97,1459.08,1223765000
2021-11-17,1475.85,1466.45,1477.04,1464.78,860800000
2021-11-18,1469.83,1475.85,1482.87,1469.83,1090650000
2021-11-19,1452.35,1469.83,1481.53,1434.69,1522741000
2021-11-22,1447.25,1452.35,1466.46,1442.85,1269016000
2021-11-23,1463.63,1447.25,1463.63,1438.41,880068000
2021-11-24,1488.87,1463.63,1491.05,1463.63,1116908000
2021-11-25,1500.81,1488.87,1505.36,1488.87,1014179000
2021-11-26,1493.03,1500.81,1511.68,1488.83,1060467000
2021-11-29,1484.84,1493.03,1493.03,1464.83,1012517000
2021-11-30,1478.44,1484.84,1503.09,1471.57,1084948000
2021-12-01,1485.19,1478.44,1487.68,1471.3,876732000
2021-12-02,1482.05,1485.19,1493.84,1482.05,763955000
2021-12-03,1443.32,1482.05,1491.2,1443.32,1096303000
2021-12-06,1413.58,1443.32,1452.55,1400.87,1038157000
2021-12-07,1446.77,1413.58,1446.77,1413.58,755905000
2021-12-08,1452.87,1446.77,1460.28,1446.77,771027000
2021-12-09,1467.98,1452.87,1467.98,1446.88,665456000
2021-12-10,1463.54,1467.98,1475.85,1461.78,798294000
2021-12-13,1476.21,1463.54,1481.7,1463.54,865576000
2021-12-14,1476.02,1476.21,1485.14,1469.21,964113000
2021-12-15,1475.5,1476.02,1481.67,1468.21,906078000
2021-12-16,1476.61,1475.5,1482.32,1468.95,927544000
2021-12-17,1479.79,1476.61,1487.73,1476.61,1114655000
2021-12-20,1477.33,1479.79,1483.85,1468.88,963352000
2021-12-21,1478.74,1477.33,1486.09,1472.43,902843000
2021-12-22,1477.67,1478.74,1489.24,1471.84,1069405000
2021-12-23,1456.96,1477.67,1481.21,1447.14,1360821000
2021-12-24,1477.03,1456.96,1478.8,1456.32,889478000
2021-12-27,1488.88,1477.03,1490.12,1469.91,752108000
2021-12-28,1494.39,1488.88,1499.77,1483.97,1002235000
2021-12-29,1485.82,1494.39,1498.91,1485.82,843880000
2021-12-30,1485.97,1490.96,1493.38,1484.82,747861000
2021-12-31,1498.28,1485.97,1499.07,1485.97,875730000
2022-01-04,1525.58,1508.55,1526.69,1507.19,891297000
2022-01-05,1522.5,1525.58,1535.82,1522.5,1058452000
2022-01-06,1528.57,1522.5,1536.24,1518.18,1133723000
2022-01-07,1528.48,1534.1,1534.52,1524.96,1027120000
2022-01-10,1503.71,1528.48,1536.45,1503.71,1381116000
2022-01-11,1492.31,1503.71,1512.05,1488.4,1251472000
2022-01-12,1510.51,1489.11,1510.51,1464.49,1130819000
2022-01-13,1496.05,1510.51,1522.6,1495.13,995818000
2022-01-14,1496.02,1496.05,1503.25,1476.68,785613000
2022-01-17,1452.84,1496.02,1503.86,1452.84,987100000
2022-01-18,1438.94,1452.84,1452.84,1424.65,739292000
2022-01-19,1442.79,1438.94,1449.11,1434.46,637631000
2022-01-20,1465.3,1442.79,1469.08,1432.58,785762000
2022-01-21,1472.89,1465.3,1477.23,1463.06,811346000
2022-01-24,1439.71,1472.89,1472.89,1432.18,828130000
2022-01-25,1479.58,1439.71,1479.58,1424.36,751388000
2022-01-26,1481.58,1479.58,1490.45,1478.41,813176000
2022-01-27,1470.76,1481.58,1486.39,1464.06,564596000
2022-01-28,1478.96,1470.76,1484.48,1465.22,702682000
2022-02-07,1497.66,1478.96,1505.69,1478.96,578172000
2022-02-08,1500.99,1497.66,1503.33,1491.78,734761000
2022-02-09,1505.38,1500.99,1511.72,1499.53,794738000
2022-02-10,1506.79,1510.66,1512.88,1495.7,680250000
2022-02-11,1501.71,1506.79,1508.54,1499.06,636284000
2022-02-14,1471.96,1501.71,1501.71,1471.96,810716000
2022-02-15,1492.75,1471.96,1495.56,1470.06,606423000
2022-02-16,1492.1,1492.75,1499.5,1486.68,702522000
2022-02-17,1507.99,1492.1,1507.99,1492.1,615794000
2022-02-18,1504.84,1507.99,1507.99,1492.38,697546000
2022-02-21,1510.84,1504.84,1516.63,1500.97,791919000
2022-02-22,1503.47,1510.84,1510.84,1484.81,908054000
2022-02-23,1512.3,1503.47,1520.78,1503.47,694654000
2022-02-24,1494.85,1512.3,1513.25,1473.76,1159943000
2022-02-25,1498.89,1494.85,1512.05,1494.85,768010000
2022-02-28,1490.13,1498.89,1502.36,1487.57,729794000
2022-03-01,1498.78,1490.13,1501.73,1490.13,842432000
2022-03-02,1485.52,1499.37,1500.41,1479.55,941554000
2022-03-03,1505.0,1485.52,1505.0,1485.52,929212000
2022-03-04,1505.33,1505.0,1509.19,1501.39,928921000
2022-03-07,1499.05,1505.33,1505.33,1493.87,981721000
2022-03-08,1473.71,1499.05,1499.05,1473.71,1037518000
2022-03-09,1473.74,1473.71,1482.86,1462.8,930301000
2022-03-10,1479.08,1473.74,1488.59,1473.74,649940000
2022-03-11,1466.54,1479.08,1480.29,1458.88,878192000
2022-03-14,1446.25,1466.54,1466.54,1439.19,858565000
2022-03-15,1452.74,1446.25,1453.07,1437.27,675628000
2022-03-16,1459.33,1452.74,1462.98,1452.74,624218000
2022-03-17,1461.34,1459.33,1467.74,1459.14,717437000
2022-03-18,1469.1,1461.34,1474.86,1461.34,795725000
2022-03-21,1494.95,1474.78,1494.95,1474.38,792157000
2022-03-22,1503.78,1494.95,1507.71,1494.95,947697000
2022-03-23,1502.34,1503.78,1513.9,1501.67,861130000
2022-03-24,1498.26,1502.34,1505.39,1495.18,784913000
2022-03-25,1498.5,1500.17,1503.29,1494.55,768936000
2022-03-28,1483.18,1498.5,1498.5,1473.8,1065488000
2022-03-29,1497.76,1483.18,1498.45,1483.18,737942000
2022-03-30,1490.51,1497.76,1503.89,1483.9,901485000
2022-03-31,1492.15,1490.51,1498.41,1488.27,684539000
2022-04-01,1516.44,1492.15,1516.87,1484.13,967673000
2022-04-04,1524.7,1516.44,1530.95,1516.44,779577000
2022-04-05,1520.03,1524.7,1527.57,1519.28,703529000
2022-04-06,1522.9,1520.03,1523.75,1507.62,944040000
2022-04-07,1502.35,1522.9,1524.92,1502.35,795134000
2022-04-08,1482.0,1502.35,1507.73,1482.0,763561000
2022-04-12,1455.25,1482.0,1490.58,1455.25,680058000
2022-04-13,1477.2,1455.25,1477.2,1448.52,674791000
2022-04-14,1472.12,1477.2,1484.34,1471.75,523370000
2022-04-15,1458.56,1472.12,1478.95,1456.39,659471000
2022-04-18,1432.6,1458.56,1458.56,1425.07,827689000
2022-04-19,1406.45,1432.6,1442.04,1406.45,702352000
2022-04-20,1384.72,1401.63,1410.64,1384.72,688325000
2022-04-21,1370.21,1384.72,1392.33,1356.58,810674000
2022-04-22,1379.23,1370.21,1392.89,1352.43,834412000
2022-04-25,1310.92,1379.23,1382.13,1298.38,762880000
2022-04-26,1341.34,1310.92,1341.34,1261.4,727648000
2022-04-27,1353.77,1341.34,1355.92,1314.81,519555000
2022-04-28,1350.99,1353.77,1358.07,1344.1,485123000
2022-04-29,1366.8,1350.99,1369.31,1343.24,598402000
2022-05-04,1348.68,1366.11,1366.39,1348.68,528292000
2022-05-05,1360.68,1348.68,1362.18,1331.41,531075000
2022-05-06,1329.26,1360.68,1360.68,1328.13,564073000
2022-05-09,1269.62,1329.26,1329.26,1265.54,673761000
2022-05-10,1293.56,1269.62,1293.56,1232.57,665477000
2022-05-11,1301.53,1293.56,1305.17,1277.91,418232000
2022-05-12,1238.84,1301.53,1301.53,1238.05,557892000
2022-05-13,1182.77,1238.84,1238.84,1180.6,816986000
2022-05-16,1171.95,1182.77,1215.96,1170.59,584389000
2022-05-17,1228.37,1171.95,1228.37,1156.54,583956000
2022-05-18,1240.76,1228.37,1249.84,1222.92,566364000
2022-05-19,1241.64,1240.76,1246.66,1210.43,496733000
2022-05-20,1240.71,1241.64,1252.96,1232.33,504692000
2022-05-23,1218.81,1240.71,1246.58,1207.99,557426000
2022-05-24,1233.38,1218.81,1233.38,1203.28,528479000
2022-05-25,1268.43,1233.38,1268.43,1233.38,655243000
2022-05-26,1268.57,1268.43,1278.11,1261.55,541907000
2022-05-27,1285.45,1268.57,1286.99,1268.57,607222000
2022-05-30,1293.92,1285.45,1296.22,1281.27,587228000
2022-05-31,1292.68,1293.92,1297.64,1280.44,591086000
2022-06-01,1299.52,1292.68,1302.25,1286.01,573627000
2022-06-02,1288.62,1299.52,1302.66,1283.32,572549000
2022-06-03,1287.98,1288.62,1292.78,1276.37,473813000
2022-06-06,1290.01,1287.98,1302.14,1281.95,589885000
2022-06-07,1291.35,1290.01,1291.35,1260.92,670865000
2022-06-08,1307.91,1291.35,1316.78,1291.35,584571000
2022-06-09,1307.8,1307.91,1312.44,1300.85,465658000
2022-06-10,1284.08,1307.8,1309.59,1284.08,603294000
2022-06-13,1227.04,1284.08,1284.08,1226.01,733452000
2022-06-14,1230.31,1227.04,1239.36,1211.13,560885000
2022-06-15,1213.93,1230.31,1235.56,1195.19,688120000
2022-06-16,1236.63,1213.93,1246.32,1213.93,561693000
2022-06-17,1217.3,1236.63,1236.63,1191.92,738578000
2022-06-20,1180.4,1218.37,1221.6,1180.4,669545000
2022-06-21,1172.47,1180.4,1189.97,1162.94,694932000
2022-06-22,1169.27,1172.47,1185.86,1162.98,592476000
2022-06-23,1188.88,1169.27,1188.88,1162.06,440782000
2022-06-24,1185.48,1188.88,1196.85,1185.48,478685000
2022-06-27,1202.82,1185.48,1203.51,1185.48,526955000
2022-06-28,1218.1,1202.82,1221.74,1198.99,588386000
2022-06-29,1218.09,1218.1,1219.58,1207.38,560589000
2022-06-30,1197.6,1218.09,1220.51,1197.6,510217000
2022-07-01,1198.9,1197.6,1202.41,1170.95,534065000
2022-07-04,1195.53,1206.47,1208.96,1192.63,442819000
2022-07-05,1181.29,1195.53,1200.99,1181.29,612003000
2022-07-06,1149.61,1181.29,1181.29,1147.63,556463000
2022-07-07,1166.48,1149.61,1166.48,1142.8,411791000
2022-07-08,1171.31,1166.48,1177.18,1164.23,476372000
2022-07-11,1155.29,1171.31,1171.31,1144.55,538713000
2022-07-12,1174.82,1155.29,1174.82,1153.55,525110000
