Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2022-06-27,1580.2,1577.89,1584.05,1575.29,18800238000
2022-06-28,1594.47,1580.68,1596.27,1576.75,20031601000
2022-06-29,1586.18,1588.03,1590.05,1582.52,18562723000
2022-06-30,1568.33,1587.82,1591.23,1564.82,20891447000
2022-07-01,1572.67,1571.19,1575.77,1563.39,14988511000
2022-07-04,1560.27,1575.03,1577.1,1559.64,18958325000
2022-07-05,1541.3,1566.51,1569.96,1539.32,21986802000
2022-07-06,1541.79,1539.65,1546.84,1530.43,22715930000
2022-07-07,1562.37,1545.33,1563.65,1542.75,19083271000
2022-07-08,1557.87,1568.6,1569.48,1554.26,18397632000
2022-07-11,1557.4,1556.01,1560.01,1548.87,15003674000
2022-07-12,1546.8,1553.83,1556.9,1542.95,16793859000
2022-07-14,1536.82,1543.4,1550.33,1532.08,18708242000
2022-07-15,1533.37,1538.76,1539.96,1517.51,20246034000
2022-07-18,1544.81,1539.13,1546.29,1535.81,16019916000
2022-07-19,1533.43,1540.42,1541.55,1520.77,18027238000
2022-07-20,1539.32,1542.59,1545.25,1535.52,18168244000
2022-07-21,1546.31,1538.4,1547.83,1535.51,18704750000
2022-07-22,1552.73,1551.2,1556.26,1541.97,19221378000
2022-07-25,1560.31,1553.7,1563.27,1548.1,18210496000
2022-07-26,1553.18,1563.16,1563.84,1551.96,15764884000
2022-07-27,1576.41,1557.11,1576.78,1555.64,17368294000
2022-08-01,1593.24,1584.93,1596.66,1581.23,20090463000
2022-08-02,1589.16,1588.76,1598.54,1585.71,18212127000
2022-08-03,1594.73,1590.52,1597.74,1586.49,16144370000
2022-08-04,1598.75,1599.96,1604.85,1592.28,19749948000
2022-08-05,1601.09,1602.04,1603.86,1595.89,15868459000
2022-08-08,1608.87,1602.81,1608.88,1589.62,18255743000
2022-08-09,1618.8,1608.96,1620.98,1606.48,18467036000
2022-08-10,1617.21,1616.4,1618.07,1606.09,17855611000
2022-08-11,1622.26,1624.75,1626.28,1612.61,20051942000
2022-08-15,1625.25,1621.2,1630.12,1617.0,17406735000
2022-08-16,1629.95,1629.44,1632.86,1624.92,19883366000
2022-08-17,1639.72,1633.65,1642.17,1632.26,18871827000
2022-08-18,1636.07,1638.74,1641.31,1630.99,16540211000
2022-08-19,1625.92,1635.35,1638.75,1623.69,19299936000
2022-08-22,1615.82,1623.72,1628.51,1612.41,15762455000
2022-08-23,1633.57,1613.2,1635.78,1609.81,19302869000
2022-08-24,1631.55,1632.97,1638.75,1624.6,23637729000
2022-08-25,1643.52,1638.51,1646.55,1636.91,19634318000
2022-08-26,1644.78,1646.18,1650.71,1639.04,20054031000
2022-08-29,1626.52,1622.43,1634.63,1619.58,20455752000
2022-08-30,1639.45,1631.17,1641.51,1627.71,20977035000
2022-08-31,1638.93,1632.92,1644.09,1630.01,26626878000
2022-09-01,1621.95,1636.52,1640.65,1617.75,24508298000
2022-09-02,1622.15,1622.86,1626.48,1611.19,21532525000
2022-09-05,1622.0,1622.38,1622.72,1611.86,19770136000
2022-09-06,1633.87,1626.62,1636.7,1624.92,20484725000
2022-09-07,1639.92,1631.49,1641.25,1628.8,21688919000
2022-09-08,1640.0,1645.75,1649.17,1636.33,21334914000
2022-09-09,1654.62,1646.64,1658.96,1641.82,18184561000
2022-09-12,1665.74,1661.39,1672.64,1660.83,14787536000
2022-09-13,1661.09,1669.58,1671.19,1660.81,18760048000
2022-09-14,1656.58,1643.39,1660.42,1642.53,18845481000
