Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2016-12-29,664.72,666.43,666.43,663.95,99258510
2016-12-30,664.87,664.17,665.49,663.39,90082950
2017-01-03,672.01,665.92,672.34,665.43,79722650
2017-01-04,674.7,672.58,675.93,672.21,92285170
2017-01-05,675.81,674.82,675.92,673.31,92735720
2017-01-06,679.8,675.35,683.76,675.22,111701460
2017-01-09,682.57,681.74,684.88,681.74,88221600
2017-01-10,681.07,682.77,683.02,680.76,78938330
2017-01-11,687.16,680.85,687.16,680.85,96461920
2017-01-12,686.96,688.71,688.99,685.59,102618890
2017-01-13,685.06,686.58,688.62,685.06,82155530
2017-01-16,677.94,684.62,684.82,677.85,76123340
2017-01-17,684.71,678.83,684.73,678.83,94123250
2017-01-18,683.28,683.74,688.07,683.28,84747660
2017-01-19,682.31,683.02,684.19,680.8,69116870
2017-01-20,686.26,684.05,688.42,684.05,80002540
2017-01-23,687.15,687.83,689.47,686.46,75819770
2017-01-24,691.36,687.08,692.75,687.08,92470490
2017-01-25,697.28,693.07,697.28,691.19,89267610
2017-02-02,703.18,699.8,703.2,697.71,82117060
2017-02-03,700.35,704.69,708.1,700.09,119246940
2017-02-06,700.04,702.02,702.02,696.92,115790760
2017-02-07,701.91,699.99,703.3,698.99,151064680
2017-02-08,702.04,702.67,702.77,700.47,131301380
2017-02-09,700.65,700.93,702.64,700.21,138329170
2017-02-10,703.78,701.15,704.08,701.15,129049870
2017-02-13,705.9,704.61,706.47,703.58,158112440
2017-02-14,706.26,706.41,707.32,703.85,169469810
2017-02-15,711.57,706.84,711.73,706.84,152178230
2017-02-16,709.35,712.61,717.57,709.35,189608500
2017-02-17,707.83,709.52,710.21,705.84,158563960
2017-02-20,710.59,705.72,711.4,704.41,186577070
2017-02-21,716.55,711.49,718.06,711.49,198966880
2017-02-22,717.24,717.77,719.09,715.36,213358850
2017-02-23,716.87,717.49,719.58,712.36,211235150
2017-02-24,714.47,716.35,717.94,713.7,231146780
2017-02-27,717.44,711.7,718.37,711.7,176837600
2017-02-28,710.79,718.24,719.14,710.79,183667860
2017-03-01,709.52,710.7,712.49,705.79,211022340
2017-03-02,707.51,712.68,713.53,707.51,164954330
2017-03-03,712.62,707.51,712.62,705.83,163479620
2017-03-06,716.29,714.61,718.04,714.01,156471030
2017-03-07,716.54,716.46,716.95,715.37,176411640
2017-03-08,716.6,715.04,718.78,713.89,162940400
2017-03-09,715.8,715.86,718.23,714.96,185884380
2017-03-10,712.21,715.85,716.81,712.21,185800020
2017-03-13,710.17,711.93,712.63,707.63,128790790
2017-03-14,714.71,709.9,716.49,709.29,125968160
2017-03-15,713.14,715.63,716.49,713.14,129782600
2017-03-16,714.92,712.56,715.03,710.66,162314460
2017-03-17,710.54,715.82,717.1,710.54,235368860
2017-03-20,715.07,711.44,717.54,711.44,158390700
2017-03-21,716.18,717.03,718.8,714.78,201545030
2017-03-22,712.94,715.78,720.68,712.94,254610300
2017-03-23,719.56,712.61,719.56,712.61,176869560
2017-03-24,722.14,722.42,724.36,719.95,200241730
2017-03-27,723.52,723.23,725.57,721.41,207369580
2017-03-28,719.26,724.37,725.0,718.66,186623970
2017-03-29,720.47,719.08,721.92,718.37,172783250
2017-03-30,723.86,721.87,725.91,721.87,180388070
2017-03-31,722.31,723.86,726.67,722.31,181949340
2017-04-03,722.38,723.02,724.37,721.58,177623170
2017-04-04,724.14,723.7,724.36,722.8,187134630
2017-04-05,723.22,724.89,726.03,722.49,196707340
2017-04-07,727.95,721.85,727.95,720.28,189771920
2017-04-10,729.87,728.71,730.9,727.77,144425190
2017-04-11,731.33,730.15,732.24,730.15,197010310
2017-04-12,725.58,731.62,732.87,724.48,213521570
2017-04-13,724.35,725.54,727.34,723.88,168105900
2017-04-14,718.45,722.47,722.96,714.13,183224860
2017-04-17,710.83,718.93,721.78,710.83,154510130
2017-04-18,714.93,708.64,714.93,707.92,156906940
2017-04-19,716.77,714.87,716.77,714.02,142094700
2017-04-20,712.66,716.76,716.76,712.66,125260980
2017-04-21,712.41,712.77,715.08,711.08,132811530
2017-04-24,709.39,711.6,712.77,709.39,129826020
2017-04-25,707.58,709.0,709.81,706.04,117943390
2017-04-26,710.04,706.36,710.04,706.32,134367260
2017-04-27,716.53,711.74,716.53,711.38,163516320
2017-04-28,717.73,715.9,718.54,713.83,175317340
2017-05-03,719.54,718.7,719.54,716.89,169302120
2017-05-04,722.02,717.98,723.22,717.98,199862840
2017-05-05,720.0,720.39,721.65,719.86,179559890
2017-05-08,718.86,720.61,720.61,717.98,200765930
2017-05-09,722.11,717.55,722.11,716.95,208726890
2017-05-10,724.31,721.94,727.52,721.81,207031480
2017-05-11,724.99,724.84,726.82,723.39,184492830
2017-05-12,725.37,724.63,726.4,724.41,175822670
2017-05-15,725.35,725.25,726.19,723.18,225204780
2017-05-16,725.03,725.84,727.86,725.03,283939360
2017-05-17,727.2,724.01,728.01,722.81,198308760
2017-05-18,726.99,723.8,729.0,723.8,207715300
2017-05-19,733.82,727.61,733.82,726.79,206013150
2017-05-22,744.1,738.63,746.87,738.63,239413730
2017-05-23,740.93,744.32,746.18,740.28,259818180
2017-05-24,742.74,739.91,744.27,737.3,199021090
2017-05-25,741.91,744.24,746.48,740.89,192545970
2017-05-26,743.41,741.4,743.46,740.6,182563920
2017-05-29,746.25,746.08,748.06,745.31,238391340
2017-05-30,738.21,747.07,747.43,738.21,243929050
2017-05-31,737.82,738.91,741.93,735.39,186925620
2017-06-01,741.8,739.45,742.23,738.71,136773790
2017-06-02,738.81,741.48,742.11,736.09,158389700
2017-06-05,743.49,739.13,745.14,738.35,157936290
2017-06-06,751.31,743.99,751.31,743.99,170947990
2017-06-07,753.46,752.75,754.92,751.65,192345690
2017-06-08,750.13,751.7,751.96,748.91,177252320
2017-06-09,749.72,749.46,752.01,749.04,170501090
2017-06-12,751.09,751.33,753.41,749.0,168761640
2017-06-13,756.89,752.35,756.89,750.1,161472560
2017-06-14,760.77,758.26,761.7,756.82,171867720
2017-06-15,760.57,760.38,762.98,758.17,167145290
2017-06-16,761.24,761.75,762.43,759.98,197513460
2017-06-19,766.83,763.75,766.83,762.33,178804100
2017-06-20,767.99,767.59,768.29,764.42,174082870
2017-06-21,767.41,765.71,767.83,758.9,192993090
2017-06-22,766.3,768.41,769.99,766.3,195187930
2017-06-23,769.01,765.66,769.01,763.64,212981550
2017-06-26,772.52,770.5,773.14,769.73,212474720
2017-06-27,767.51,773.15,773.4,767.19,217431160
2017-06-28,769.04,766.82,769.04,762.78,183664140
2017-06-29,771.75,771.26,773.08,769.89,198168950
2017-06-30,776.47,773.46,776.5,773.46,174259020
2017-07-03,778.88,776.84,780.01,775.53,184646110
2017-07-04,775.54,779.15,779.15,772.9,210154270
2017-07-05,778.32,775.85,778.32,773.81,202611490
2017-07-06,782.65,780.5,782.77,779.99,217291680
2017-07-07,775.73,782.65,783.81,775.73,237199480
2017-07-10,766.56,775.85,775.85,764.43,207350440
2017-07-11,769.36,766.44,769.36,761.57,198964720
2017-07-12,774.17,772.6,775.08,769.83,163777890
2017-07-13,778.3,777.12,778.3,773.85,183216330
2017-07-14,777.6,779.72,780.65,776.88,189794180
2017-07-17,768.91,777.7,778.3,766.47,225823120
2017-07-18,767.49,766.88,770.37,762.68,201070890
2017-07-19,771.3,771.33,774.12,770.18,205221170
2017-07-20,768.41,768.56,768.56,763.55,172385410
